country,Country Code,indicator,code,year,value
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2016,42.80955124
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2017,42.93966675
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2018,43.10948181
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2019,45.97900772
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2020,49.19530869
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2021,48.8298645
Kenya,KEN,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,2022,46.73620987
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2010,1.56062746
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2011,1.60566163
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2012,1.62624443
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2013,1.66091359
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2014,1.83768213
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2015,1.92388499
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2016,2.03529072
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2017,1.71156442
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2018,1.7670722
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2019,2.00870633
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2020,2.2100935
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2021,2.22920752
Kenya,KEN,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2022,2.02182531
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2010,7.24412632
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2011,7.98109102
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2012,7.35927916
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2013,7.14972067
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2014,7.8450079
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2015,8.07448006
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2016,8.02543449
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2017,6.79240465
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2018,7.21874523
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2019,8.22723579
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2020,8.91046047
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2021,9.28240871
Kenya,KEN,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,2022,8.65115547
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2010,17.03454118
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2011,17.60037975
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2012,20.89732864
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2013,22.76911348
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2014,27.24943859
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2015,28.64894796
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2016,31.63098322
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2017,28.54007223
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2018,32.45144581
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2019,39.37885207
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2020,42.59929056
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2021,45.95190943
Kenya,KEN,Domestic general government health expenditure per capita (current US$),SH.XPD.GHED.PC.CD,2022,42.26814462
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2010,41.1149761783567
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2011,44.1602975044906
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2012,46.5114297323349
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2013,52.0587551171938
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2014,62.5718488076553
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2015,72.0459779864814
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2016,81.5205424801051
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2017,73.4436645743446
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2018,80.3847704389808
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2019,95.871696756714
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2020,104.48844461766
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2021,116.266534426841
Kenya,KEN,"Domestic general government health expenditure per capita, PPP (current international $)",SH.XPD.GHED.PP.CD,2022,116.091391683073
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2010,42.23286438
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2011,42.81203079
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2012,43.28137207
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2013,43.66942215
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2014,42.57376862
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2015,41.69890594
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2016,40.98427963
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2017,35.97360611
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2018,34.73561478
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2019,35.51103973
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2020,33.64290619
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2021,32.70510101
Kenya,KEN,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,2022,34.90715408
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2010,24.83988169
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2011,24.41264909
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2012,27.90883246
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2013,29.51969693
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2014,31.01324222
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2015,29.58435432
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2016,30.28233061
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2017,23.91004308
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2018,26.1478668
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2019,30.41353075
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2020,29.13212734
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2021,30.77751467
Kenya,KEN,Domestic private health expenditure per capita (current US$),SH.XPD.PVTD.PC.CD,2022,31.56996673
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2010,59.9541328116994
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2011,61.2526469475496
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2012,62.1170161268708
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2013,67.4931272529124
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2014,71.2145278469123
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2015,74.3983249389546
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2016,78.0447449908085
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2017,61.5289677409987
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2018,64.7703120045188
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2019,74.0447383432172
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2020,71.4559006613283
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2021,77.8726066855654
Kenya,KEN,"Domestic private health expenditure per capita, PPP  (current international $)",SH.XPD.PVTD.PP.CD,2022,86.7083569984022
Kenya,KEN,Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,2014,61.39415
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2010,28.80493546
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2011,26.32249451
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2012,24.31078529
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2013,22.64751053
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2014,20.01926231
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2015,17.92063522
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2016,16.20617104
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2017,21.08673096
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2018,22.1549015
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2019,18.50995064
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2020,17.16178513
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2021,18.46503448
Kenya,KEN,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,2022,18.35663795
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2010,8.2491533595087
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2011,8.96004588839752
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2012,14.579595598218
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2013,21.8419711526847
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2014,26.6610881876369
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2015,33.4032516628263
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2016,40.2070836084605
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2017,16.8436081901945
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2018,25.2792597640195
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2019,15.8249921961732
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2020,40.8405344101039
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2021,55.232662307446
Kenya,KEN,External health expenditure channeled through government (% of external health expenditure),SH.XPD.EHEX.EH.ZS,2022,38.4832586135693
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2010,16.9420468
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2011,15.00984189
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2012,15.67615744
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2013,15.30928549
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2014,14.58321082
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2015,12.71425186
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2016,11.97436361
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2017,14.0154042
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2018,16.67750559
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2019,15.85290048
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2020,14.86076451
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2021,17.37673392
Kenya,KEN,External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,2022,16.60171079
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2010,40.8917295491835
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2011,37.6604989595341
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2012,34.8906076984724
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2013,35.002783249331
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2014,33.4868720169398
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2015,31.9736246675145
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2016,30.8607737873675
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2017,36.06657461843
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2018,41.3114862708997
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2019,38.595448781944
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2020,36.4507988170985
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2021,43.9662389963079
Kenya,KEN,"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,2022,45.5973576997758
Kenya,KEN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,2014,32.2
Kenya,KEN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,2015,36.1
Kenya,KEN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,2020,31
Kenya,KEN,Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,2022,33.9
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2010,4.446
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2011,4.284
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2012,4.116
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2013,3.955
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2014,3.843
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2015,3.766
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2016,3.689
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2017,3.609
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2018,3.536
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2019,3.433
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2020,3.364
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2021,3.312
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2022,3.262
Kenya,KEN,"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,2023,3.208
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2010,930
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2011,1010
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2012,1060
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2013,1130
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2014,1250
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2015,1320
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2016,1490
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2017,1540
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2018,1720
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2019,1880
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2020,1910
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2021,2070
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2022,2170
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2023,2110
Kenya,KEN,"GNI per capita, Atlas method (current US$)",NY.GNP.PCAP.CD,2024,2110
Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2010,1.4
Kenya,KEN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,2019,1.33
Kenya,KEN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2017,0.518
Kenya,KEN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2018,0.542186081409454
Kenya,KEN,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,2020,0.546752512454987
Kenya,KEN,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,2017,0.5
Kenya,KEN,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,2018,0.523420512676239
Kenya,KEN,"Human capital index (HCI), lower bound (scale 0-1)",HD.HCI.OVRL.LB,2020,0.527030169963837
Kenya,KEN,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,2017,0.534
Kenya,KEN,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,2018,0.55948680639267
Kenya,KEN,"Human capital index (HCI), upper bound (scale 0-1)",HD.HCI.OVRL.UB,2020,0.564601123332977
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2010,99
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2011,99
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2012,97
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2013,92
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2014,94
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2015,87
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2016,97
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2017,87
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2018,93
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2019,96
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2020,97
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2021,94
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2022,94
Kenya,KEN,"Immunization, BCG (% of one-year-old children)",SH.IMM.IBCG,2023,90
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2010,90
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2011,96
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2012,94
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2013,87
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2014,92
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2015,89
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2016,88
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2017,81
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2018,91
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2019,93
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2020,93
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2021,95
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2022,94
Kenya,KEN,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,2023,93
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2010,90
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2011,96
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2012,94
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2013,87
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2014,92
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2015,89
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2016,88
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2017,81
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2018,91
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2019,93
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2020,93
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2021,95
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2022,94
Kenya,KEN,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,2023,93
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2010,90
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2011,96
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2012,94
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2013,87
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2014,92
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2015,89
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2016,88
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2017,81
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2018,91
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2019,93
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2020,93
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2021,95
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2022,94
Kenya,KEN,"Immunization, Hib3 (% of children ages 12-23 months)",SH.IMM.HIB3,2023,93
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2010,86
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2011,87
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2012,93
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2013,94
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2014,95
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2015,96
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2016,93
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2017,84
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2018,92
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2019,92
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2020,89
Kenya,KEN,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,2021,90
